id,organization_id,user_id,name,folder,filename,path,extension,disk,created_at,updated_at
78,,,Veterinarian-in-Salt-Lake-City-UT-Highland-Park-Pet-Hospital,screenshots,EpkZ6S1nwlgXbX9MuSciFgNNWONOoNbwWxlOuIjo.png,screenshots/EpkZ6S1nwlgXbX9MuSciFgNNWONOoNbwWxlOuIjo.png,png,r2,2024-05-03 21:41:37,2024-05-14 22:54:56
79,,,www.saltlakevetservices.com,screenshots,www.saltlakevetservices.com,screenshots/www.saltlakevetservices.com,png,r2,2024-05-03 21:41:39,2024-05-03 21:41:39
80,,,Priority-Pet-Care-Veterinary-Hospital-Emergency-Vet-1142-West-2700-North-ste-100-Ogden-UT-USA,screenshots,3BJ9qpoxP3WTp9GQlKL2mMYECUCobZF9CRqTGWyv.png,screenshots/3BJ9qpoxP3WTp9GQlKL2mMYECUCobZF9CRqTGWyv.png,png,r2,2024-05-03 21:41:40,2024-05-14 22:55:31
81,,,www.banfield.com,screenshots,www.banfield.com,screenshots/www.banfield.com,png,r2,2024-05-03 21:41:42,2024-05-03 21:41:42
82,,,Home,screenshots,GqpU2NvmHadCnzwFq3qQZFzYmdSdVvg4qzGeMaGo.png,screenshots/GqpU2NvmHadCnzwFq3qQZFzYmdSdVvg4qzGeMaGo.png,png,r2,2024-05-03 21:41:45,2024-05-15 04:34:55
83,,,VetIQ-Petcare-Veterinarian-in-Riverton-UT,screenshots,jZfj7R7G4WVDO4clxjWj5SdN2TkxFQht2kXJBOUY.png,screenshots/jZfj7R7G4WVDO4clxjWj5SdN2TkxFQht2kXJBOUY.png,png,r2,2024-05-03 21:41:46,2024-05-14 22:56:27
84,,,www.wasatchexotic.com,screenshots,www.wasatchexotic.com,screenshots/www.wasatchexotic.com,png,r2,2024-05-03 21:41:48,2024-05-03 21:41:48
85,,,www.banfield.com,screenshots,www.banfield.com,screenshots/www.banfield.com,png,r2,2024-05-03 21:41:50,2024-05-03 21:41:50
89,,,www.medvet.com,screenshots,www.medvet.com,screenshots/www.medvet.com,png,r2,2024-05-03 21:41:56,2024-05-03 21:41:56
90,,,www.utahpetrehab.com,screenshots,www.utahpetrehab.com,screenshots/www.utahpetrehab.com,png,r2,2024-05-03 21:41:58,2024-05-03 21:41:58
91,,,www.banfield.com,screenshots,www.banfield.com,screenshots/www.banfield.com,png,r2,2024-05-03 21:41:59,2024-05-03 21:41:59
92,,,Fairfield-Veterinary-Hospital-Generatins-of-Experience-Since-1987,screenshots,BkxGq0WrBvMdnna5DjdSa7Ii3qk8EjTIT8wp1vTA.png,screenshots/BkxGq0WrBvMdnna5DjdSa7Ii3qk8EjTIT8wp1vTA.png,png,r2,2024-05-03 21:42:00,2024-05-15 04:35:24
94,,,www.banfield.com,screenshots,www.banfield.com,screenshots/www.banfield.com,png,r2,2024-05-03 21:42:03,2024-05-03 21:42:03
95,,,vcahospitals.com,screenshots,vcahospitals.com,screenshots/vcahospitals.com,png,r2,2024-05-03 21:42:05,2024-05-03 21:42:05
96,,,Veterinary-Dermatology-Salt-Lake-City-Dermatology-for-Animals,screenshots,L4r6Mkuq0pPxvACHcbElVNf2Hu5rV7VQidPInJCB.png,screenshots/L4r6Mkuq0pPxvACHcbElVNf2Hu5rV7VQidPInJCB.png,png,r2,2024-05-03 21:42:07,2024-05-15 04:36:26
